taxon_name,plant_growth_form,woodiness_detailed,life_history,references
Parsonsia lenticellata,climber_woody,semi_woody woody,perennial,scraped from online flora: species
Parsonsia lilacina,climber_woody,semi_woody woody,perennial,scraped from online flora: species
Parsonsia longipetiolata,climber_woody,semi_woody woody,perennial,scraped from online flora: species
Parsonsia paulforsteri,climber_woody,semi_woody woody,perennial,scraped from online flora: species
Parsonsia plaesiophylla,climber_woody,semi_woody woody,perennial,scraped from online flora: species
Parsonsia purpurascens,climber_woody,semi_woody woody,perennial,scraped from online flora: species
Parsonsia rotata,climber_woody,semi_woody woody,perennial,scraped from online flora: species
Parsonsia sankowskyana,climber_woody,semi_woody woody,perennial,scraped from online flora: species
Parsonsia sp. Melville Island (J.Russell-Smith 2036),climber_woody,semi_woody woody,perennial,scraped from online flora: genus
Parsonsia straminea,climber_woody,semi_woody woody,perennial,scraped from online flora: species
Parsonsia tenuis,climber_woody,semi_woody woody,perennial,scraped from online flora: species
Parsonsia velutina,climber_woody,semi_woody woody,perennial,scraped from online flora: species
Parsonsia ventricosa,climber_woody,semi_woody woody,perennial,scraped from online flora: species
Parsonsia wildensis,climber_woody,semi_woody woody,perennial,scraped from online flora: species
Parsonsia wongabelensis,climber_woody,semi_woody woody,perennial,scraped from online flora: species
Parthenium hysterophorus,herb,herbaceous,annual,inferred from online key: species - keys.lucidcentral.org/keys/v3/eafrinet/weeds/key/weeds/Media/Html/Parthenium_hysterophorus_(Parthenium_Weed).htm
Parthenocissus quinquefolia,climber_woody,woody,perennial,scraped from online flora: species
Parthenocissus tricuspidata,climber_woody,woody,perennial,scraped from online flora: species
Pascalia glauca,herb,herbaceous,perennial,"scraped from online flora: species - FoA, Vic"
Paspalidium albovillosum,tussock,herbaceous,perennial,scraped from online flora - applied family value to individual species: family + tussock from AusTraits score
Paspalidium aversum,tussock,herbaceous,perennial,scraped from online flora - applied family value to individual species: family + tussock from AusTraits score
Paspalidium basicladum,tussock,herbaceous,annual,scraped from online flora: species
Paspalidium breviflorum,graminoid,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Paspalidium caespitosum,tussock,herbaceous,perennial,scraped from online flora - applied family value to individual species: family + tussock from AusTraits score
Paspalidium clementii,tussock,herbaceous,annual short_lived_perennial,scraped from online flora: species
Paspalidium constrictum,tussock,herbaceous,perennial,scraped from online flora: species
Paspalidium criniforme,tussock,herbaceous,perennial,scraped from online flora - applied family value to individual species: family + tussock from AusTraits score
Paspalidium distans,tussock,herbaceous,perennial,scraped from online flora: species
Paspalidium flavidum,tussock,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet + AusTraits plant_growth_form
Paspalidium gausum,tussock,herbaceous,perennial,scraped from online flora - applied family value to individual species: family + tussock from AusTraits score
Paspalidium globoideum,tussock,herbaceous,perennial,scraped from online flora - applied family value to individual species: family + tussock from AusTraits score
Paspalidium gracile,tussock,herbaceous,perennial,scraped from online flora: species
Paspalidium grandispiculatum,graminoid,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Paspalidium johnsonii,graminoid,herbaceous,annual,scraped from online flora - applied family value to individual species: family - PlantNet
Paspalidium jubiflorum,tussock,herbaceous,perennial,scraped from online flora: species
Paspalidium rarum,tussock,herbaceous,annual,scraped from online flora: species
Paspalidium reflexum,graminoid,herbaceous,annual,scraped from online flora: species
Paspalidium retiglume,tussock,herbaceous,annual,scraped from online flora: species
Paspalidium spartellum,tussock,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet + AusTraits plant_growth_form
Paspalidium tabulatum,graminoid,herbaceous,perennial,scraped from online flora: species
Paspalidium udum,tussock,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet + AusTraits plant_growth_form
Paspalum batianoffii,graminoid,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Paspalum ciliatifolium,graminoid,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Paspalum conjugatum,tussock,herbaceous,perennial,scraped from online flora: species
Paspalum dasypleurum,graminoid,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Paspalum dilatatum,tussock,herbaceous,perennial,scraped from online flora: species
Paspalum distichum,graminoid,herbaceous,perennial,scraped from online flora: species
Paspalum exaltatum,graminoid,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Paspalum fasciculatum,graminoid,herbaceous,perennial,scraped from online flora: species
Paspalum longifolium,tussock,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet + AusTraits plant_growth_form
Paspalum mandiocanum,tussock,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet + AusTraits plant_growth_form
Paspalum multinodum,graminoid,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Paspalum nicorae,graminoid,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Paspalum notatum,tussock,herbaceous,perennial,scraped from online flora: species
Paspalum paniculatum,tussock,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet + AusTraits plant_growth_form
Paspalum plicatulum,tussock,herbaceous,perennial,scraped from online flora: species
Paspalum quadrifarium,tussock,herbaceous,perennial,scraped from online flora: species
Paspalum regnellii,graminoid,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Paspalum scrobiculatum,tussock,herbaceous,perennial,scraped from online flora: species
Paspalum urvillei,tussock,herbaceous,perennial,scraped from online flora: species
Paspalum vaginatum,tussock,herbaceous,perennial,scraped from online flora: species
Paspalum virgatum,tussock,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet + AusTraits plant_growth_form
Passiflora 'Amethyst',NA,NA,perennial,NA
Passiflora aurantia var. aurantia,climber_herbaceous,herbaceous,perennial,scraped from online flora: species
Passiflora aurantia var. pubescens,climber_herbaceous,herbaceous,perennial,scraped from online flora: species
Passiflora aurantia,climber_herbaceous,herbaceous,perennial,scraped from online flora: species
Passiflora aurantioides,climber_woody,woody,perennial,scraped from online flora: species
Passiflora caerulea,climber_woody,woody,perennial,scraped from online flora: species
Passiflora cinnabarina,climber_herbaceous,herbaceous,perennial,scraped from online flora: species
Passiflora coccinea,climber_herbaceous,herbaceous,perennial,website - well referenced material: species - Wikipedia
Passiflora edulis,climber_woody,woody,perennial,scraped from online flora: species
Passiflora filamentosa,climber_herbaceous,herbaceous,perennial,scraped from online flora: species - WA
Passiflora foetida var. foetida,climber_woody,woody,perennial,scraped from online flora - applied species value to infraspecific taxon: species - WA
Passiflora foetida var. gossypifolia,climber_woody,woody,perennial,scraped from online flora - applied species value to infraspecific taxon: species - WA
Passiflora foetida var. hispida,climber_woody,woody,perennial,scraped from online flora: species - WA
Passiflora foetida var. riparia,climber_woody,woody,perennial,scraped from online flora - applied species value to infraspecific taxon: species - WA
Passiflora foetida,climber_woody,woody,perennial,scraped from online flora: species - WA
Passiflora herbertiana subsp. herbertiana,climber_herbaceous,herbaceous,perennial,scraped from online flora: species
Passiflora herbertiana subsp. insulae-howei,climber_herbaceous,herbaceous,perennial,scraped from online flora: species
Passiflora herbertiana,climber_herbaceous,herbaceous,perennial,scraped from online flora: species
Passiflora kuranda,climber_woody,woody,perennial,scraped from online flora: species
Passiflora laurifolia,climber_woody,woody,perennial,scraped from online flora: species
Passiflora ligularis,climber_woody,woody,perennial,website - well referenced material: species - Wikipedia
Passiflora maliformis,climber_woody,woody,perennial,scraped from online flora: species
Passiflora morifolia,climber_herbaceous,herbaceous,perennial,scraped from online flora: species
Passiflora pallida,climber_herbaceous,herbaceous,perennial,scraped from online flora: species
Passiflora quadrangularis,climber_woody,woody,perennial,scraped from online flora: species
Passiflora sanguinolenta,climber_herbaceous,herbaceous,perennial,scraped from online flora: species
Passiflora suberosa subsp. litoralis,climber_herbaceous,herbaceous,perennial,scraped from online flora: species
Passiflora suberosa,climber_herbaceous,herbaceous,perennial,scraped from online flora: species
Passiflora subpeltata,climber_herbaceous,herbaceous,perennial,scraped from online flora: species
Passiflora tarminiana,climber_herbaceous,herbaceous,perennial,scraped from online flora: species
Pastinaca sativa subsp. sativa,herb,herbaceous,biennial,scraped from online flora - applied species value to infraspecific taxon: species
Pastinaca sativa,herb,herbaceous,biennial,scraped from online flora: species
Patersonia argyrea,herb,herbaceous,perennial,scraped from online flora: species
Patersonia babianoides,herb,herbaceous,perennial,scraped from online flora: species
Patersonia drummondii subsp. Northern (R.D.Royce UWA 777),herb,herbaceous,perennial,"scraped from online flora - applied family value to individual species: family - FoA, Vic"
Patersonia drummondii,herb,herbaceous,perennial,scraped from online flora: species
Patersonia fragilis,herb,herbaceous,perennial,scraped from online flora: species
Patersonia glabrata,herb subshrub,herbaceous woody_base,perennial,"scraped from online flora: species - PlantNet, Vic"
Patersonia graminea,herb,herbaceous,perennial,scraped from online flora: species
Patersonia inaequalis,herb,herbaceous,perennial,scraped from online flora: species
Patersonia juncea,herb,herbaceous,perennial,scraped from online flora: species
Patersonia lanata f. calvata,herb,herbaceous,perennial,scraped from online flora: species
Patersonia lanata f. lanata,herb,herbaceous,perennial,scraped from online flora: species
Patersonia lanata,herb,herbaceous,perennial,scraped from online flora: species
Patersonia limbata,herb,herbaceous,perennial,scraped from online flora: species
Patersonia macrantha,herb,herbaceous,perennial,scraped from online flora: species
Patersonia maxwellii,herb,herbaceous,perennial,scraped from online flora: species
Patersonia occidentalis var. angustifolia,herb,herbaceous,perennial,scraped from online flora: species
Patersonia occidentalis var. latifolia,herb,herbaceous,perennial,scraped from online flora: species
Patersonia occidentalis var. occidentalis,herb,herbaceous,perennial,scraped from online flora: species
Patersonia occidentalis,herb,herbaceous,perennial,scraped from online flora: species
Patersonia pygmaea,herb,herbaceous,perennial,"scraped from online flora: species - FoA, WA"
Patersonia rudis subsp. rudis,herb,herbaceous,perennial,scraped from online flora: species
Patersonia rudis subsp. velutina,herb,herbaceous,perennial,scraped from online flora: species
Patersonia rudis,herb,herbaceous,perennial,scraped from online flora: species
Patersonia sericea var. longifolia,herb,herbaceous,perennial,scraped from online flora: species
Patersonia sericea var. sericea,herb,herbaceous,perennial,scraped from online flora: species
Patersonia sericea,herb,herbaceous,perennial,scraped from online flora: species
Patersonia spirifolia,herb,herbaceous,perennial,scraped from online flora: species
Patersonia umbrosa var. umbrosa,herb,herbaceous,perennial,scraped from online flora: species
Patersonia umbrosa var. xanthina,herb,herbaceous,perennial,scraped from online flora: species
Patersonia umbrosa,herb,herbaceous,perennial,scraped from online flora: species
Paulownia tomentosa,tree,woody,perennial,website - well referenced material: species - Wikipedia
Pauridia capensis,herb,herbaceous,perennial,scraped from online flora: species
Pauridia gardneri,herb,herbaceous,perennial,scraped from online flora: species
Pauridia glabella var. glabella,herb,herbaceous,perennial,scraped from online flora: species
Pauridia glabella var. leptantha,herb,herbaceous,perennial,scraped from online flora: species
Pauridia glabella,herb,herbaceous,perennial,scraped from online flora: species
Pauridia occidentalis var. occidentalis,herb,herbaceous,perennial,scraped from online flora - applied species value to infraspecific taxon: species
Pauridia occidentalis var. quadriloba,herb,herbaceous,perennial,scraped from online flora: species
Pauridia occidentalis,herb,herbaceous,perennial,scraped from online flora: species
Pauridia salina,herb,herbaceous,perennial,scraped from online flora: species
Pauridia sp. Beaufort (V.Crowley DKN 629),herb,herbaceous,perennial,scraped from online flora - applied genus value to individual species: genus
Pauridia vaginata var. brevistigmata,herb,herbaceous,perennial,scraped from online flora - applied species value to infraspecific taxon: species
Pauridia vaginata var. vaginata,herb,herbaceous,perennial,scraped from online flora: species
Pauridia vaginata,herb,herbaceous,perennial,scraped from online flora: species
Pavetta australiensis var. australiensis,shrub tree,woody,perennial,scraped from online flora - applied species value to infraspecific taxon: species
Pavetta australiensis var. pubigera,shrub tree,woody,perennial,scraped from online flora - applied species value to infraspecific taxon: species
Pavetta australiensis,shrub tree,woody,perennial,scraped from online flora: species
Pavetta brownii var. brownii,shrub,woody,perennial,scraped from online flora - applied species value to infraspecific taxon: species
Pavetta brownii var. glabrata,shrub,woody,perennial,scraped from online flora - applied species value to infraspecific taxon: species
Pavetta brownii,shrub,woody,perennial,scraped from online flora: species
Pavetta conferta,shrub tree,woody,perennial,"taxon revision; taxonomic species description: species - Reynolds 1993, Austrobaileya 4(1): 21-49"
Pavetta granitica,shrub,woody,perennial,scraped from online flora: species
Pavetta kimberleyana,shrub tree,woody,perennial,scraped from online flora: species
Pavetta muelleri,shrub tree,woody,perennial,scraped from online flora: species
Pavetta platyclada,shrub,woody,perennial,"taxon revision; taxonomic species description: species - Cooper & Cooper 2013, Australian rainforest fruits, CSIRO Publishing."
Pavetta rupicola,shrub,woody,perennial,"taxon revision; taxonomic species description: species - Reynolds 1993, Austrobaileya 4(1): 21-49"
Pavetta speciosa,shrub,woody,perennial,"taxon revision; taxonomic species description: species - Reynolds 1993, Austrobaileya 4(1): 21-49"
Pavetta tenella,shrub tree,woody,perennial,"taxon revision; taxonomic species description: species - Reynolds 1993, Austrobaileya 4(1): 21-49"
Pavetta vaga,shrub tree,woody,perennial,"taxon revision; taxonomic species description: species - Reynolds 1993, Austrobaileya 4(1): 21-49"
Pavonia calycina,shrub,woody,perennial,scraped from online flora: species - WA
Pavonia coccinea,shrub,woody,perennial,website - without source references or incompletely referenced: species - horticultural websites
Pavonia hastata,shrub,woody,perennial,scraped from online flora: species
Pecteilis chlorosepala,herb,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Pecteilis dockrillii,herb,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Pecteilis euryloba,herb,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Pecteilis eurystoma,herb,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Pecteilis exilis,herb,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Pecteilis ferdinandi,herb,herbaceous,perennial,scraped from online flora: species
Pecteilis fuscina,herb,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Pecteilis halata,herb,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Pecteilis harroldii,herb,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Pecteilis ochroleuca,herb,herbaceous,perennial,scraped from online flora: species
Pecteilis praecox,herb,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Pecteilis propinquior,herb,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Pecteilis rumphii,herb,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Pecteilis vatia,herb,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Pecteilis xanthantha,herb,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Pedleya acanthoclada,shrub,woody,perennial,scraped from online flora: species - PlantNet
Peganum harmala,herb,herbaceous,perennial,"scraped from online flora: species - NSW, Vic (Foa = shrub, but photos are clearly an herb)"
Pelargonium alchemilloides,herb,herbaceous,perennial,scraped from online flora: species
Pelargonium australe,herb,herbaceous,perennial,scraped from online flora: species
Pelargonium capitatum,herb,herbaceous,perennial,scraped from online flora: species
Pelargonium crispum,shrub,woody,perennial,website - well referenced material: species - pza.sanbi.org
Pelargonium drummondii,herb subshrub,herbaceous woody,perennial,website - well referenced material: species - Wikipedia
Pelargonium fragrans,subshrub,semi_woody,perennial,scraped from online flora: species
Pelargonium havlasae,herb,herbaceous,perennial,scraped from online flora: species
Pelargonium helmsii,herb,herbaceous,perennial,scraped from online flora: species
Pelargonium inodorum,herb,herbaceous,annual short_lived_perennial,scraped from online flora: species
Pelargonium littorale,herb,herbaceous,perennial,scraped from online flora: species
Pelargonium panduriforme,shrub,woody,perennial,website - well referenced material: species - pza.sanbi.org
Pelargonium peltatum,herb,herbaceous,perennial,website - well referenced material: species - Wikipedia
Pelargonium quercifolium,subshrub,semi_woody,perennial,scraped from online flora: species
Pelargonium rodneyanum,herb,herbaceous,perennial,scraped from online flora: species
Pelargonium sp. Striatellum (G.W.Carr 10345),herb,herbaceous,perennial,scraped from online flora: species - Vic
Pelargonium tomentosum,subshrub,semi_woody,perennial,website - well referenced material: species - pza.sanbi.org
Pelargonium x asperum,shrub,woody,perennial,scraped from online flora: species
Pelargonium x domesticum,shrub,woody,perennial,scraped from online flora: species
Pelargonium x hortorum,subshrub,woody,perennial,scraped from online flora: species
Pellaea calidirupium,fern,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Pellaea falcata,fern,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Pellaea nana,fern,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Pellaea paradoxa,fern,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Pellaea reynoldsii,fern,herbaceous,perennial,scraped from online flora: species
Pellaea rotundifolia,fern,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Pellaea viridis var. viridis,fern,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Pellaea viridis,fern,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Peltophorum pterocarpum,tree,woody,perennial,scraped from online flora: species
Pembertonia latisquamea,climber_woody shrub,woody,perennial,"taxon revision; taxonomic species description: species - Short 2004 ,Muelleria 20: 53–66"
Pemphis acidula,shrub tree,woody,perennial,scraped from online flora: species
Peniocereus serpentinus,shrub,woody,perennial,scraped from online flora: species
Pennantia cunninghamii,tree,woody,perennial,scraped from online flora: species
Pennantia endlicheri,tree,woody,perennial,"taxon revision; taxonomic species description: species - Gardner & deLange 2002, Journal of the Royal Society of New Zealand 32(4): 669-695, doi: 10.1080/03014223.2002.9517715"
Pentaceras australe,tree,woody,perennial,scraped from online flora: species
Pentachondra dehiscens,shrub,woody,perennial,scraped from online flora: species
Pentachondra ericifolia,shrub,woody,perennial,scraped from online flora: species - Tas
Pentachondra involucrata,shrub,woody,perennial,scraped from online flora: species - Tas
Pentachondra pumila,shrub,woody,perennial,scraped from online flora: species - PlantNet
Pentaglottis sempervirens,herb,herbaceous,perennial,scraped from online flora: species - Vic
Pentalepis ecliptoides subsp. cucullata,herb,herbaceous,annual,scraped from online flora: species
Pentalepis ecliptoides subsp. ecliptoides,herb,herbaceous,annual,scraped from online flora: species
Pentalepis ecliptoides subsp. hirsuta,herb,herbaceous,annual,scraped from online flora: species
Pentalepis ecliptoides,herb,herbaceous,annual,scraped from online flora: species
Pentalepis grandis,herb,herbaceous,annual,scraped from online flora: species
Pentalepis kakaduensis,herb,herbaceous,annual,scraped from online flora: species - annual
Pentalepis linearifolia subsp. linearifolia,herb,herbaceous,annual,scraped from online flora: species
Pentalepis linearifolia subsp. nudibranchoides,herb,herbaceous,annual,scraped from online flora: species
Pentalepis linearifolia,herb,herbaceous,annual,scraped from online flora: species
Pentalepis trichodesmoides subsp. hispida,shrub,woody,perennial,scraped from online flora: species
Pentalepis trichodesmoides subsp. incana,shrub,woody,perennial,scraped from online flora: species
Pentalepis trichodesmoides subsp. trichodesmoides,shrub,woody,perennial,scraped from online flora: species
Pentalepis trichodesmoides,shrub,woody,perennial,scraped from online flora: species
Pentalepis walcottii,herb,herbaceous,annual,scraped from online flora: species
Pentameris airoides subsp. airoides,graminoid,herbaceous,annual,scraped from online flora: species
Pentameris airoides,graminoid,herbaceous,annual,scraped from online flora: species
Pentameris pallida,graminoid,herbaceous,biennial perennial,scraped from online flora: species
Pentapeltis peltigera,herb,herbaceous,perennial,scraped from online flora: genus - WA
Pentapeltis silvatica,herb,herbaceous,perennial,scraped from online flora: genus - WA
Pentapetes phoenicea,herb,herbaceous,annual,scraped from online flora: species
Pentapogon quadrifidus var. parviflorus,graminoid,herbaceous,annual perennial short_lived_perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Pentapogon quadrifidus var. quadrifidus,tussock,herbaceous,annual perennial,scraped from online flora: species
Pentapogon quadrifidus,tussock,herbaceous,annual perennial short_lived_perennial,scraped from online flora: species
Pentaptilon careyi,herb,herbaceous,perennial,scraped from online flora: species
Pentas lanceolata,subshrub,woody,perennial,website - well referenced material: species - http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242413973
Pentzia globosa,shrub,woody,perennial,website - well referenced material: species - plants.jstor.org/compilation/Pentzia.globosa
Pentzia incana,shrub,woody,perennial,scraped from online flora: species
Peperomia bellendenkerensis,herb,herbaceous,perennial,scraped from online flora: species
Peperomia blanda var. floribunda,shrub,herbaceous,perennial,"scraped from online flora: species - Lucid, PlantNet"
Peperomia blanda,herb,herbaceous,perennial,scraped from online flora: species - PlantNet
Peperomia enervis,herb,herbaceous,perennial,scraped from online flora: species
Peperomia hunteriana,herb,herbaceous,perennial,scraped from online flora: species
Peperomia laevifolia,herb,herbaceous,perennial,scraped from online flora - applied genus value to individual species: genus
Peperomia pellucida,herb,herbaceous,perennial,scraped from online flora: species
Peperomia rossii,herb,herbaceous,perennial,scraped from online flora - applied genus value to individual species: genus
Peperomia tetraphylla,herb,herbaceous,perennial,scraped from online flora: species
Peperomia urvilleana,herb,herbaceous,perennial,scraped from online flora: species - PlantNet
Peplidium aithocheilum,herb,herbaceous,annual,scraped from online flora: species
Peplidium foecundum,herb,herbaceous,annual,scraped from online flora: species
Peplidium maritimum,herb,herbaceous,annual,scraped from online flora: species
Peplidium muelleri,herb,herbaceous,annual perennial,scraped from online flora: species
Peplidium sp. E Evol. Fl. Fauna Arid Aust. (A.S.Weston 12768),herb,herbaceous,annual,scraped from online flora: species
Pereskia aculeata,climber_woody shrub,woody,perennial,scraped from online flora: species
Pericalymma crassipes,shrub,woody,perennial,scraped from online flora: species - WA
Pericalymma ellipticum var. ellipticum,shrub,woody,perennial,scraped from online flora: species
Pericalymma ellipticum var. floridum,shrub,woody,perennial,scraped from online flora: species
Pericalymma ellipticum,shrub,woody,perennial,scraped from online flora: species - WA
Pericalymma megaphyllum,shrub,woody,perennial,scraped from online flora: species - WA
Pericalymma spongiocaule,shrub,woody,perennial,scraped from online flora: species - WA
Peripentadenia mearsii,tree,woody,perennial,scraped from online flora: species
Peripentadenia phelpsii,tree,woody,perennial,scraped from online flora: species
Peristeranthus hillii,herb,herbaceous,perennial,scraped from online flora: species
Peristrophe bivalvis,herb,herbaceous,perennial,website - well referenced material: species - Wikipedia
Peristrophe brassii,herb,herbaceous,perennial,scraped from online flora: species
Peristrophe speciosa,herb shrub,herbaceous woody,perennial,website - well referenced material: species - tropical.theferns.info
Peristylus banfieldii,herb,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Peristylus candidus,herb,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Peristylus chlorandrellus,herb,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Peristylus papuanus,herb,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Perotis clarksonii x Perotis rara,tussock,herbaceous,annual,scraped from online flora - applied family value to individual species: family - PlantNet + AusTraits plant_growth_form
Perotis clarksonii,tussock,herbaceous,annual,scraped from online flora - applied family value to individual species: family + tussock from AusTraits score
Perotis indica,tussock,herbaceous,annual,scraped from online flora - applied family value to individual species: family + tussock from AusTraits score
Perotis rara,tussock,herbaceous,annual perennial,scraped from online flora: species
Perrottetia arborescens,shrub tree,woody,perennial,scraped from online flora: species
Persea americana,tree,woody,perennial,scraped from online flora: species
Persicaria attenuata subsp. attenuata,herb,herbaceous,perennial,scraped from online flora: species
Persicaria attenuata subsp. Lakefield (A.Kanis 1954),herb,herbaceous,perennial,scraped from online flora - applied species value to infraspecific taxon: species
Persicaria attenuata subsp. pulchra,herb,herbaceous,perennial,scraped from online flora - applied species value to infraspecific taxon: species
Persicaria attenuata,herb,herbaceous,perennial,scraped from online flora: species - PlantNet
Persicaria barbata,herb,herbaceous,perennial,scraped from online flora: species
Persicaria capitata,herb,herbaceous,perennial,scraped from online flora: species - PlantNet
Persicaria decipiens,herb,herbaceous,annual perennial,scraped from online flora: species
Persicaria dichotoma,herb,herbaceous,annual perennial,scraped from online flora: species - PlantNet
Persicaria filiformis,herb,herbaceous,perennial,scraped from online flora: species - PlantNet
Persicaria glabra,herb,herbaceous,perennial,website - well referenced material: species - www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=242100093
Persicaria hydropiper,herb,herbaceous,annual perennial,scraped from online flora: species
Persicaria hydropiperoides,herb,herbaceous,perennial,website - well referenced material: species - www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=250037826
Persicaria lapathifolia,herb,herbaceous,annual biennial perennial,scraped from online flora: species
Persicaria maculosa,herb,herbaceous,annual perennial,scraped from online flora: species - PlantNet
Persicaria odorata,herb,herbaceous,annual perennial short_lived_perennial,scraped from online flora: species
Persicaria orientalis,herb,herbaceous,annual perennial,scraped from online flora: species
Persicaria praetermissa,herb,herbaceous,perennial,scraped from online flora: species - PlantNet
Persicaria prostrata,herb,herbaceous,perennial,scraped from online flora: species - PlantNet
Persicaria strigosa,herb,herbaceous,annual,scraped from online flora: species - PlantNet
Persicaria subsessilis,herb,herbaceous,annual perennial,scraped from online flora: species - PlantNet
Persoonia acerosa x Persoonia levis,shrub,woody,perennial,"scraped from online flora - applied consensus species value to hybrid, graded, or uncertain taxa: species - hybrid"
Persoonia acerosa,shrub,woody,perennial,scraped from online flora: species
Persoonia acicularis,shrub,woody,perennial,scraped from online flora: species
Persoonia acuminata,shrub,woody,perennial,scraped from online flora: species
Persoonia adenantha,shrub tree,woody,perennial,scraped from online flora: species
Persoonia amaliae,shrub tree,woody,perennial,scraped from online flora: species
Persoonia angustiflora,shrub,woody,perennial,scraped from online flora: species
Persoonia arborea,shrub tree,woody,perennial,scraped from online flora: species
Persoonia asperula,shrub,woody,perennial,scraped from online flora: species
Persoonia baeckeoides,shrub,woody,perennial,scraped from online flora: species
Persoonia bargoensis,shrub,woody,perennial,scraped from online flora: species
Persoonia biglandulosa,shrub,woody,perennial,scraped from online flora: species
Persoonia bowgada,shrub,woody,perennial,scraped from online flora: species
Persoonia brachystylis,shrub,woody,perennial,scraped from online flora: species
Persoonia brevifolia,shrub,woody,perennial,scraped from online flora: species
Persoonia brevirhachis,shrub,woody,perennial,scraped from online flora: species
Persoonia chamaepeuce,shrub subshrub,woody,perennial,scraped from online flora: species
Persoonia chamaepitys,shrub,woody,perennial,scraped from online flora: species
Persoonia chapmaniana,shrub,woody,perennial,scraped from online flora: species
Persoonia comata,shrub,woody,perennial,scraped from online flora: species
Persoonia confertiflora,shrub,woody,perennial,scraped from online flora: species
Persoonia conjuncta,shrub tree,woody,perennial,scraped from online flora: species
Persoonia cordifolia,shrub,woody,perennial,scraped from online flora: species
Persoonia coriacea,shrub,woody,perennial,scraped from online flora: species
Persoonia cornifolia,shrub,woody,perennial,scraped from online flora: species
Persoonia curvifolia,shrub,woody,perennial,scraped from online flora: species
Persoonia cuspidifera,shrub,woody,perennial,scraped from online flora: species
Persoonia cymbifolia,shrub,woody,perennial,scraped from online flora: species
Persoonia daphnoides,shrub,woody,perennial,scraped from online flora: species
Persoonia dillwynioides,shrub,woody,perennial,scraped from online flora: species
Persoonia elliptica,shrub tree,woody,perennial,scraped from online flora: species
Persoonia falcata,shrub tree,woody,perennial,scraped from online flora: species
Persoonia fastigiata,shrub,woody,perennial,scraped from online flora: species
Persoonia filiformis,shrub,woody,perennial,scraped from online flora: species
Persoonia flexifolia,shrub,woody,perennial,scraped from online flora: species
Persoonia glaucescens,shrub,woody,perennial,scraped from online flora: species
Persoonia graminea,shrub,woody,perennial,scraped from online flora: species
Persoonia gunnii,shrub,woody,perennial,scraped from online flora: species
Persoonia hakeiformis,shrub,woody,perennial,scraped from online flora: species
Persoonia helix,shrub,woody,perennial,scraped from online flora: species
